station_id,station_name,lat,lon
7589,Torresdale Ave / Antibes Dr,43.6515,-79.378
7590,Esther Shiner Stadium,43.7001,-79.3844
7591,Elwood Blvd / Avenue Rd,43.6128,-79.392
7593,Roehampton Ave / Bayview Ave,43.6118,-79.4288
7594,Fleming Cres / Bayview Ave,43.6225,-79.3463
7595,Moore Park,43.6617,-79.3468
7596,Langford Ave / Danforth Ave - SMART,43.6897,-79.415
7597,Yonge St / Golfdale Rd,43.6802,-79.3747
7598,Teddington Park Ave,43.668,-79.4196
7599,Richmond St W / York St,43.6524,-79.3976
7600,Ursula Franklin St / Huron St - SMART,43.6197,-79.4318
7601,Brick Works,43.6423,-79.4148
7602,Woodbine Ave / O'Connor Dr,43.6323,-79.384
7603,O'Connor Dr / Curity Ave - Smart,43.6928,-79.4071
7604,St Columba Pl / St Clair Ave E,43.6406,-79.3721
7605,Lumsden Ave / Eastdale Ave,43.6287,-79.3873
7606,Dawes Rd / Taylor Creek Trl,43.6318,-79.3947
7607,Fairmount Park,43.6475,-79.3638
7608,Wilket Creek Park,43.6335,-79.3846
7609,Sunnybrook Park,43.6491,-79.4056
7610,Kingston Rd / Beech Ave,43.6074,-79.3823
7611,Victoria Park Ave / Danforth Ave,43.6508,-79.3479
7612,Livingston Rd / Guildwood Pkwy,43.6216,-79.3988
7613,Livingston Rd (Highland Creek Trail),43.6733,-79.3333
7614,Morningside Park (Highland Creek Trail),43.6291,-79.3671
7615,Colonel Danforth Park,43.6807,-79.4328
7616,Waterfront Trail (Rouge Hill),43.6354,-79.4092
7617,Starspray Blvd / Lawrence Ave E,43.6952,-79.3855
7618,Vaughan Rd / Oakwood Ave,43.6041,-79.3582
7619,Braemar Ave / Eglinton Ave W,43.6675,-79.3859
7620,Eglinton Ave E / Redpath Ave,43.6615,-79.3666
7622,Marie Curtis Park,43.6609,-79.4244
7623,Royal York Rd / Lake Shore Blvd W,43.6496,-79.3956
7624,Guildwood GO Station (South),43.621,-79.4081
7625,Yonge St / Lawrence Ave E,43.6433,-79.3537
7626,Rouge Hill GO Station,43.6169,-79.3849
7627,Shaw St / Essex St - SMART,43.7022,-79.3465
7629,Lundy Ave / Étienne Brûlé Park,43.6622,-79.4232
7630,Twelfth St / Thirteenth St,43.6636,-79.3713
7631,Florence Gell Park,43.6246,-79.3642
7632,Chiltern Hill Rd / Eglinton Ave W,43.6415,-79.3875
7633,Noble St / Queen St W,43.6805,-79.3571
7635,Runnymede Rd / Annette St,43.649,-79.3559
7636,Bloor St W / Riverside Dr,43.6547,-79.4197
7637,Judson St / Royal York Rd,43.6333,-79.3616
7639,135 Queens Wharf Rd - SMART,43.6187,-79.4283
7640,Spadina Rd / St.Clair Ave West,43.626,-79.3741
7641,Annette St / Dundas St W,43.6121,-79.3447
7642,Yonge St / St Clair Ave,43.6386,-79.3376
7643,Oriole Pkwy / Kilbarry Rd,43.6047,-79.4258
7644,East Lynn Ave / Danforth Ave,43.6757,-79.4302
7645,University of Toronto Scarborough,43.6185,-79.4107
7646,University Ave / Richmond St W,43.6123,-79.4321
7647,Elm St/ University Ave (East Side),43.6698,-79.4309
7650,St Clair West Subway Station - Heath Entrance,43.6718,-79.3783
7654,Bloor St W / Pacific Ave,43.6843,-79.4145
7655,Danforth Ave / Dewhurst Blvd,43.6473,-79.3604
7656,Bloor St W / Brock Ave,43.654,-79.426
7657,1 Market St - SMART,43.6796,-79.3362
7658,King's Mill Park,43.608,-79.3799
7659,Amroth Ave / Danforth Ave,43.6367,-79.4263
7660,285 Victoria St,43.6296,-79.364
7662,Beaty Ave / Queen St W,43.6059,-79.3687
7663,Kilgour Rd / Rumsey Rd,43.61,-79.4026
7664,Sunnybrook Health Centre - L Wing,43.673,-79.4017
7665,Sunnybrook Health Centre - S Wing,43.6302,-79.4103
7666,Dundas St W / St Helen's Ave - SMART,43.6465,-79.3928
7667,Spadina Ave / Sussex Ave - SMART,43.6899,-79.397
7668,Simcoe St / Dundas St W - SMART,43.6105,-79.3872
7670,Yonge St / Woburn Ave - SMART,43.6176,-79.4016
7671,Yonge St / Montgomery Ave - SMART,43.6364,-79.4127
7675,1525 Dundas St W,43.702,-79.3772
7676,York University (Glendon Campus) - SMART,43.6119,-79.3586
7677,1303 Yonge St - SMART,43.6654,-79.3673
7678,York University Station (South) - SMART,43.6626,-79.3771
7679,York University Station (North),43.6352,-79.4109
7681,25 Booth Ave,43.6862,-79.3739
7682,Bathurst St / Front St W,43.6399,-79.3575
7684,Bay St / Harbour St (East),43.6922,-79.364
7685,King St W / Brant St,43.652,-79.3953
7686,Lower Jarvis St / The Esplanade,43.619,-79.3455
7687,Bloor St W / Gladstone Ave - SMART,43.6416,-79.3777
7688,High Park Blvd / Parkside Dr,43.7013,-79.3532
7691,Christie St / Dupont St,43.6578,-79.3767
7692,85 Lee Ave,43.6864,-79.4323
7693,Mutual St / Shuter St (Arena Gardens),43.6066,-79.3925
7694,Victoria Park Ave / Dawes Rd,43.6392,-79.3823
7695,Queen St E / Joseph Duggan Rd,43.6785,-79.3727
7696,Heyworth Cres / Kingston Rd,43.6439,-79.4182
7698,St Clair Ave W / Caledonia Rd,43.688,-79.3743
7699,St Clair Ave W / Oakwood Ave,43.6518,-79.3598
7700,St Clair Ave W / Robina Ave,43.6735,-79.4329
7701,Roncesvalles Ave / Fermanagh Ave,43.6087,-79.3895
7702,111 Broadview Ave,43.6301,-79.425
7703,Oak St / Sackville St,43.6367,-79.3959
7704,24 Mountjoy Ave,43.6179,-79.3469
7705,Colgate Ave / Carlaw Ave,43.6442,-79.4212
7706,Felstead Ave/Gillard Ave (Monarch Park),43.6641,-79.3548
7707,Coronation Park (Martin Goodman Trail),43.6357,-79.401
7708,101 Cedarvale Ave,43.6326,-79.3996
7709,Beltline Trail / Yonge St,43.7006,-79.3525
7710,11 Spadina Rd,43.618,-79.4115
7711,Havelock St / Dewson St,43.7001,-79.375
7712,Queen St W / Shaw St,43.6726,-79.4182
7713,Temperance St / Bay St,43.6404,-79.4068
7715,Lumsden Ave / Cedarvale Ave,43.6777,-79.3953
7716,Church St / The Esplanade,43.6759,-79.4263
7717,Niagara St / Portland St,43.6351,-79.3466
7718,St. Andrew's Playground Park,43.6161,-79.412
7719,Wolseley St / Augusta Ave,43.6496,-79.3336
7720,King St W / Portland St,43.6298,-79.3705
7721,Widmer St / King St W,43.6704,-79.43
7724,Wellesley St E / Parliament St,43.6197,-79.3681
7725,Yonge St / Macpherson Ave,43.6093,-79.3434
7728,Randolph Ave / Perth Ave,43.6394,-79.4122
7729,265 Armadale Ave,43.6613,-79.4135
7730,800 Fleet St (South),43.6732,-79.3847
7731,Victoria Park Ave / Kingston Rd,43.6146,-79.3449
7732,Kingston Rd / Warden Ave,43.6292,-79.3916
7733,Pharmacy Ave / Danforth Ave,43.6402,-79.3515
7734,Danforth Ave / Warden Ave,43.678,-79.3858
7735,Birchcliff Ave / Kingston Rd,43.6749,-79.3455
7736,Birchmount Rd / Kingston Rd,43.6098,-79.3395
7737,Kingston Rd / Glen Everest Rd,43.6943,-79.3518
7738,Highview Ave / Kennedy Rd,43.6354,-79.3456
7739,Kingston Rd / Ridgemoor Ave,43.6564,-79.3676
7740,Sharpe St / Park St (Sandown Park),43.6939,-79.4073
7741,Howard Park Ave / Parkside Dr,43.6676,-79.4184
7742,Eglinton Ave W / Prospect Cemetery,43.6207,-79.353
7743,Eglinton Ave W / Gilbert Ave,43.6154,-79.4228
7744,Rogers Rd / Prospect Cemetery,43.6998,-79.409
7745,Bert Robinson Park,43.6498,-79.401
7746,Marlee Ave / York Beltline Trail,43.6269,-79.3833
7747,Eglinton Ave W / Ennerdale Rd,43.6905,-79.3635
7748,Bloor St W / Old Mill Trl,43.6178,-79.3481
7749,Wendover Rd / Bloor St W (Green P),43.6326,-79.3615
7750,Luttrell Ave / Danforth Ave,43.6614,-79.4132
7751,Willingdon Blvd / Bloor St W (Green P),43.6969,-79.3901
7752,1926 Lake Shore Blvd W,43.6234,-79.3851
7753,36 Park Lawn Rd,43.6273,-79.3969
7754,Walter Saunders Park,43.6214,-79.3814
7755,Park Lawn Rd / Berry Rd,43.6246,-79.4287
7756,Tobermory Dr / Finch Corridor Trail,43.6273,-79.3819
7757,The Well,43.6706,-79.3944
7758,Driftwood Ave / Finch Corridor Trail,43.6128,-79.4307
7759,The Pond Rd / Shoreham Dr,43.6293,-79.3891
7760,Grand Avenue Park,43.6178,-79.3568
7761,Moss Park,43.6501,-79.3622
7762,College St / Henry St ,43.6311,-79.3655
7765,St. John's Rd / Dundas St W,43.6354,-79.422
7766,Albany Ave / Bloor St W,43.6799,-79.3368
7767,Pioneer Village Subway Station,43.6399,-79.3622
7768,Armoury St / Chestnut St,43.6072,-79.3793
7769,Lake Shore Blvd W / Brow Dr,43.6983,-79.4087
7770,Spadina Ave / Sullivan St,43.6153,-79.4229
7771,St. Clair Ave W / Osler St,43.6107,-79.3984
7772,Simcoe St / King St W,43.6732,-79.3337
7773,Grenoble Dr / Gateway Blvd,43.6525,-79.3428
7774,Grenoble Dr / Deauville Ln,43.6824,-79.412
7775,Grenoble Dr / Vendome Pl,43.6979,-79.4198
7776,Ferrand Dr / Rochefort Dr,43.6088,-79.3462
7777,Thorncliffe Park Dr / Leaside Park Trail,43.6572,-79.4056
7778,75 Thorncliffe Park Dr,43.6666,-79.3959
7779,165 McRae Dr,43.6386,-79.3369
7780,Mount Pleasant Rd / Davisville Ave - SMART,43.6495,-79.3629
7781,St Clair Ave W / Avenue Rd ,43.6747,-79.3734
7782,Downsview Park Subway Station - SMART,43.6297,-79.3651
7783,60 Carl Hall Rd - SMART,43.6063,-79.4005
7784,Downsview Park Blvd / Keele St  - SMART,43.637,-79.3686
7785,Keele St / Dovehouse Ave - SMART,43.6251,-79.3997
7787,HTO Park West,43.6691,-79.3454
7788,Queens Quay E / Lower Jarvis St ,43.6475,-79.3982
7789,75 Holly St,43.6564,-79.411
7790,Lynn Williams St / Pirandello St ,43.6142,-79.3711
7791,Ossington Ave / Bruce St,43.6082,-79.4085
7792,Riverdale Park South (Broadview Ave),43.6588,-79.3711
7793,2 Church St,43.6532,-79.3605
7794,York St / Harbour St (Love Park),43.6182,-79.3422
7796,Dundas St E / River St,43.6536,-79.3788
7798,Shuter St/River St,43.6082,-79.4075
7799,Danforth Ave / Danforth Rd,43.62,-79.3903
7800,Brimley Rd / McCowan District Park,43.6608,-79.4147
7801,Parkcrest Dr / Kingston Rd,43.6102,-79.3548
7802,King St W / Jameson Ave - SMART,43.6674,-79.3433
7803,Scarborough Soccer Centre,43.686,-79.3964
7804,Lansdowne Ave / Seaforth Ave ,43.6381,-79.3774
7805,Pharmacy Ave / Teesdale Pl,43.6458,-79.3773
7806,Danforth Rd / Birchmount Rd ,43.6459,-79.4078
7807,552 Birchmount Rd,43.6764,-79.351
7808,Eastgate Cres / Pharmacy Ave ,43.6787,-79.3342
7809,Firvalley Ct / Warden Ave,43.6254,-79.4323
7810,Avenue Rd / Cumberland St ,43.6734,-79.3865
7811,Midland Ave / Kingston Rd,43.6459,-79.4227
7812,Bellamy Rd S / Kingston Rd,43.7012,-79.3902
7813,Yonge St / Merton St ,43.6781,-79.4083
7814,Fenwood Ht / Kingston Rd,43.6568,-79.3623
7815,Avenue Rd / Macpherson Ave ,43.6478,-79.3933
7816,Bay St / Dundas St W,43.6792,-79.4303
7817,Shaw St / King St W,43.6883,-79.3719
7818,Soudan Ave / Yonge St ,43.6693,-79.4264
7819,Avenue Rd / Oxton Ave ,43.6177,-79.3726
7820,1612 Danforth Ave ,43.6228,-79.3405
7821,Lisgar St / Queen St W - SMART,43.6209,-79.4011
7822,Leslie St / Commissioners St  ,43.6192,-79.3802
7823,Greenwood Ave / Sammon Ave,43.6185,-79.4244
7824,Warden Subway Station,43.6659,-79.3372
7825,Kingston Rd / Scarborough Golf Club Rd,43.6746,-79.3792
7826,Greenwood Ave / Gerrard St E,43.64,-79.4221
7827,Chatham Ave / Byron Ave,43.6219,-79.361
7828,Wakunda Pl / O'Connor Dr,43.6736,-79.4249
7829,Tiago Ave / Westview Blvd,43.6894,-79.3996
7830,Plaxton Dr / St Clair Ave E,43.6587,-79.3527
7831,Victoria Park Ave / Edge Park Ave,43.6985,-79.4296
7832,Finch Subway Station ,43.68,-79.4011
7833,Glencairn Subway Station,43.6854,-79.3472
7834,Glen Long Community Centre,43.6465,-79.3408
7835,Caledonia Rd / Lotherton Pathway,43.6311,-79.423
7836,Harvie Ave / Rogers Rd,43.6215,-79.3377
7837,Ling Rd / Morningside Ave,43.6423,-79.4192
7838,Lake Shore Blvd W / Legion Rd,43.6139,-79.3903
7839,Lake Shore Blvd W / Seventeenth St,43.6246,-79.38
7840,Mabelle Park,43.6544,-79.3411
7841,Islington Subway Station (Aberfoyle Cres),43.6715,-79.3943
7842,Lake Shore Blvd W / Long Branch Ave,43.6404,-79.3758
7843,Uno Dr / The Queensway,43.6871,-79.3474
7844,Second St / Lake Shore Blvd W,43.6207,-79.3658
7845,Sixth St / Lake Shore Blvd W,43.6948,-79.3575
7846,Bloor St W / Dundas St W (2),43.6446,-79.3622
7848,Gerrard St E / Nasmith Ave ,43.637,-79.358
7849,Viewmount Park,43.6323,-79.4188
7850,Maud St / Adelaide St W,43.6906,-79.4101
7851,Keele St / Ingram Dr,43.6733,-79.3735
7852,York Recreation Centre,43.6219,-79.3812
7853,Trethewey Dr / Black Creek Dr,43.6936,-79.3482
7854,Jane St / Haney Ave,43.6398,-79.3563
7855,Scarlett Rd / Eileen Ave,43.6946,-79.3673
7856,Scarlett Rd / Old Scarlett Rd ,43.6357,-79.3814
7857,Eglinton Ave W / Venn Cres,43.62,-79.3617
7858,Rogers Rd / Bicknell Ave,43.6099,-79.4089
7859,Mallaby Park ,43.6339,-79.3876
7860,Cruickshank Park,43.6173,-79.3333
7861,Emmett Ave,43.6209,-79.3586
7862,Jane St / Weston Rd,43.6094,-79.3986
7863,Jane St / Queens Dr,43.6049,-79.3407
7864,Sussex Ave / St George St,43.6663,-79.3683
7865,2700 Eglinton Ave W,43.6402,-79.3348
7866,697 Lansdowne Ave ,43.6483,-79.3834
7867,15 Price St ,43.6925,-79.3687
7868,Sheppard Ave W / Chesswood Dr,43.6092,-79.4034
7869,Sentinel Rd / Sheppard Ave W,43.6432,-79.4146
7870,Humber River Hospital ,43.6632,-79.3975
7871,Jane St / Lawrence Ave W,43.6336,-79.3955
7872,Keele St / Catford Rd,43.6584,-79.3856
7873,Sentinel Rd / Finch Ave W,43.6087,-79.4283
7874,The Pond Rd / Ian Macdonald Blvd,43.6289,-79.4166
7875,Oakdale Community Centre,43.6911,-79.3817
7876,Jane St / Yewtree Blvd,43.6651,-79.3837
7877,Jane St / Yorkwoods Gt,43.6414,-79.3896
7878,Weston Rd / Sheppard Ave W,43.6557,-79.3944
7879,Weston Rd / Lanyard Rd,43.6592,-79.431
7880,Lindylou Rd / Lanyard Rd,43.6549,-79.422
7881,Queens Quay E / Merchants' Wharf,43.6807,-79.3684
7882,Tangiers Rd / Finch Ave W,43.6339,-79.4214
7883,Wynford Heights Cres / Concorde Pl,43.651,-79.4096
7884,Bartley Park ,43.6205,-79.4229
7885,Brooklawn Ave / Kingston Rd,43.6682,-79.4026
7886,Jane St / Finch Ave W,43.6725,-79.3794
7887,800 Fleet St (North),43.6136,-79.3725
7888,The Kingsway / Ashley Rd,43.6695,-79.3488
7889,Dundas St W / Prince Edward Dr N,43.6933,-79.3547
7890,60 Broadway Ave,43.6131,-79.3895
7891,Opposite 1103 Leslie St,43.6427,-79.3803
7892,Erskine Ave / Redpath Ave,43.6084,-79.3376
7893,Overlea Blvd / Thorncliffe Park Dr,43.6604,-79.3572
7894,Millwood Rd / Southvale Dr,43.6594,-79.4075
7895,Keele St / Lloyd Ave,43.6718,-79.413
7896,Arlington Parkette,43.6686,-79.3585
7897,50 Overlea Blvd,43.6728,-79.4159
7898,University Ave / Gerrard St W - SMART(South),43.6513,-79.3667
7899,Queens Park Cres / College St ,43.6987,-79.397
7900,Simcoe St / Elm St,43.6592,-79.4273
7901,Bloor St W / Kingsmill Rd,43.6871,-79.3776
7902,Gunns Rd / Lavender Creek Trail,43.6048,-79.3955
7903,St Clair Ave W / Symes Rd,43.6596,-79.3669
7904,Palmerston Blvd / Lennox St,43.6567,-79.4195
7906,Princess St / Front St E,43.6278,-79.3559
7907,365 Lippincott St,43.6912,-79.3868
7909,E.T Seton Park - South ,43.6928,-79.4119
7910,Eglinton Ave E / Brentcliffe Rd,43.6568,-79.4266
7911,King St W / York St (2),43.6591,-79.3453
7912,Joe Shuster Way / King St W ,43.6946,-79.3965
7913,St. George St / Willcocks St,43.6078,-79.3809
7914,York St / Wellington St W (2),43.6057,-79.4093
7915,Rogers Rd / Watt Ave,43.6758,-79.3543
7916,University Ave / Pearl St ,43.6871,-79.3789
7917,King St W / University Ave,43.6404,-79.3644
7918,Albion Rd/ Arcot Blvd,43.6422,-79.3461
7919,Armel Ct / Albion Rd,43.6534,-79.4144
7920,75 Tandridge Cres,43.6615,-79.373
7921,Islington Ave / Finch Ave W,43.614,-79.3867
7922,35 Erindale Ave,43.6679,-79.4056
7923,Trethewey Dr / Jane St,43.6254,-79.3679
7924,Duncan St / Adelaide St W - SMART,43.6553,-79.3453
7925,Niagara St / King St W - SMART,43.6143,-79.3717
7926,McRae Dr / Laird Dr - SMART,43.677,-79.3375
7927,Strachan Ave / East Liberty St - SMART,43.7012,-79.4179
7928,Simcoe St / Pullan Pl,43.6655,-79.3928
7929,Spadina Ave / Bulwer St- SMART ,43.6973,-79.3817
7930,Dunn Ave / Queen St W,43.6184,-79.3483
7931,Symes Rd / Glen Scarlett Rd - SMART,43.6238,-79.342
7932,Boston Ave / Queen St E- SMART,43.6923,-79.3688
7933,Elizabeth St / Elm St,43.684,-79.3398
7934,19 Glendora Ave,43.618,-79.3688
7935,Ramsden Park,43.62,-79.429
